alim_grp_nom;alim_nom;energie;eau;protéines;glucides;lipides;sucre;amidon;fibre;cendres;alcool;acides gras;ag saturés;cholestérol (mg/100 g);sel;fer (mg/100 g);magnésium (mg/100 g);potassium (mg/100 g);vitamine D (µg/100 g);vitamine E (mg/100 g);vitamine K1 (µg/100 g);vitamine C (mg/100 g);vitamine B1 (mg/100 g);vitamine B2 (mg/100 g);vitamine B3 (mg/100 g);vitamine B5 (mg/100 g);vitamine B6 (mg/100 g);vitamine B9 (µg/100 g);vitamine B12 (µg/100 g)
produits sucrés;Boules de maïs soufflées au miel (non enrichies en vitamines et minéraux);393;2,3;5,71;86,2;2,35;30,9;55,3;2,3;1,15;0;3,97;0,6;0,89;0,71;7;21;110;< 0,25;0,45;< 0,8;< 0,5;0,9;1,2;13,3;5;1,2;166;2,1
produits sucrés;Blé khorasan complet soufflé;378;5,13;6,68;80,5;1,96;-;-;4,4;1,37;0;3,144;0,52;-;0,027;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Riz soufflé chocolaté, enrichi en vitamines et minéraux;390;2,68;6,22;83,2;2,82;29,7;50;3,19;1,85;0;5,5267;1,5;0;0,75;7,35;53,1;323;< 0,5;0,12;0,8;0;1;1,24;14;5,12;1,33;171;1,85
produits sucrés;Boules de maïs soufflées au miel, enrichies en vitamines et minéraux;384;3;5,5;85,3;1,8;27;58,3;2,1;2,26;0;3,35;0,35;0;0,84;7,18;10;70;1,7;10;-;68;1;1,26;14,2;5,28;1,33;173;1,92
produits sucrés;Céréales complètes soufflées, enrichies en vitamines et minéraux;385;-;7,42;76,8;3,85;32;44,8;5,65;1,32;0;0,85;0,85;-;0,95;9,95;-;-;1,7;-;-;51;1,05;1,3;14,3;5,1;1,45;168;1,48
produits sucrés;Multi-céréales soufflées ou extrudées, enrichies en vitamines et minéraux;392;3;7,39;79,4;4,27;33,3;46,1;3,49;2,5;0;4,09;2,01;0;0,75;9,43;60;230;traces;0,5;-;51;1,13;1,28;14,2;5,1;1,6;189;0,8
produits sucrés;Muesli croustillant, au quinoa;-;3,35;9,92;71,2;10,7;-;-;3,4;1,44;0;18,705;4,09;-;0,057;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Muesli floconneux aux fruits ou fruits secs (non enrichi en vitamines et minéraux);369;8,8;9,5;61,7;6,9;20,6;-;11;1,94;0;12,94;2,12;-;0,1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Muesli enrichi en vitamines et minéraux (aliment moyen);424;5,52;6,96;67,3;12,8;27,7;38,9;5,58;1,74;0;24,4368;5,55;1,86;0,81;5,67;78,5;433;0,2;1,66;;11,1;0,77;0,89;10,5;4,58;1,09;196;1,14
produits sucrés;Flocon d'avoine précuit;370;11;11;58;7,7;1,84;56,2;10,6;1,73;0;11,095;1,36;0;0,011;3,8;104;325;-;1,5;-;0;0,43;0,05;0,86;1,2;0,35;56;0,36
produits sucrés;Muesli non enrichi en vitamines et minéraux (aliment moyen);401;6,63;9,2;60,7;11,6;21,1;;9,88;1,81;0;22,325;4,29;;0,22;;;;;;;;;;;;;;
produits sucrés;Barre céréalière pour petit déjeuner au lait, chocolatée ou non, enrichie en vitamines et minéraux;382;2,7;7,06;79,5;3,2;28,1;38;4,5;2,82;0;5,97;1,74;-;0,54;9,65;30;320;0;-;-;-;0,99;1,11;12,4;4,2;1,4;138;0,69
produits sucrés;"Barre céréalière ""équilibre"" aux fruits, enrichie en vitamines et minéraux";379;8,45;6,13;72,8;6,53;30,2;40,6;4,13;2;0;4,76;3,5;traces;0,75;8,05;20;140;traces;2,8;-;50;1,07;1,25;14,4;5,1;1,45;169;1,47
produits sucrés;"Barre céréalière ""équilibre"" chocolatée, enrichie en vitamines et minéraux";418;4,48;5,99;72,9;10,9;32,4;36,3;3,7;2,01;0;8,63;6,65;-;0,7;6,94;35;180;1,1;10;-;56,7;0,91;1,07;12,1;4,8;1,26;140;1,01
produits sucrés;Barre céréalière diététique hypocalorique;386;9,5;5,9;65,3;11,2;8,5;28;5,8;2,26;0;10,73;9,6;0;0,75;6,55;95,1;763;2,3;4,04;-;22,4;0,55;0,73;8,18;2,01;0,79;73;0,65
produits sucrés;Barre céréalière chocolatée;451;2,54;6,55;73;14,9;32,9;33,5;4,5;1,49;0;23,529;7,37;3,3;0,51;3,1;45;217;0,62;1,45;16,4;< 0,5;0,58;0,56;6,8;0,33;0,81;74;0,2
produits sucrés;Barre céréalière aux fruits;377;8,68;5,49;73,5;7,07;29,6;37,1;3,8;1,44;0;13,5069;3,44;0;0,63;2,18;91;392;traces;2,5;-;0;0,19;0,19;2,61;0,43;0,12;30;0,24
produits sucrés;Barre céréalière aux amandes ou noisettes;444;6,5;8,69;60,6;18,2;20,4;26,3;4,6;1,3;0;34,27;4,03;-;0,45;1,7;73;240;< 0,25;4,2;2,17;< 0,5;0,11;0,015;0,43;0,52;0,074;25,4;0,7
produits sucrés;Barre céréalière chocolatée aux fruits;-;-;5,7;70,4;11,8;34,8;29,7;4,04;1,15;0;19,234;7,45;-;0,56;-;-;-;-;-;-;41,2;0,6;0,75;8,3;-;0,9;99,5;0,43
produits sucrés;Baba au rhum, préemballé;169;64,5;2,83;23,6;3,86;18,2;-;0,87;0,65;3,8;3,823;2,77;-;0,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Gâteau (aliment moyen);;21,2;5,27;53,5;17,8;32;16,7;1,75;1,17;0,21;31,8984;5,36;85,8;0,73;1,24;21,4;161;0,41;3,23;;0,41;0,21;0,11;0,38;0,47;0,054;35;0,21
produits sucrés;Gâteau Paris-Brest (pâte à choux crème mousseline praliné);-;40,6;5,44;26,1;24,9;16,2;8,1;1,2;0,92;0;45,22;13,1;109;0,3;0,66;23;160;< 0,25;2,85;3,5;-;< 0,015;0,22;< 0,1;0,52;0,018;67,6;0,39
produits sucrés;Gâteau au chocolat type forêt noire (génoise au chocolat et crème multi-couches, avec ou sans cerises);-;38,3;4,13;34,2;19;29,5;4,5;2,2;0,83;1,2;34,78;12,4;61,7;0,17;2,7;32;190;< 0,25;0,69;3,13;< 0,5;0,026;0,075;< 0,1;0,33;0,013;48,2;0,23
produits sucrés;Gâteau mousse de fruits sur génoise, type miroir, bavarois;-;53,3;3,87;31,6;12,2;25,1;6,49;< 1;0,49;0;20,672;6,51;87;0,11;0,8;10,5;97;< 0,5;0,7;-;3,1;< 0,04;0,15;0,24;0,36;0,045;26,3;0,2
produits sucrés;Entremets type Opéra;-;30,1;5,19;39,6;24;35,1;4,5;2,3;0,81;0;44,71;13,4;80,2;0,11;3,2;44;240;< 0,25;1,21;2,22;< 0,5;0,053;0,099;0,2;0,37;0,19;7,09;0,21
produits sucrés;Fraisier ou framboisier;-;52,6;3,31;26,7;15,5;17,3;3,3;1,3;0,59;0;24,6265;8,3;61;0,15;< 1;16,9;105;< 0,2;1,3;-;4,3;< 0,05;0,47;< 0,05;0,32;0,05;78,1;0,45
produits sucrés;Baba au rhum;-;50,1;2,25;36,3;9,9;29,9;5,4;0,8;0,41;-;17,81;6,42;47;0,22;0,7;6,7;60;< 0,25;0,41;1,88;0,82;< 0,015;0,1;< 0,1;0,26;0,016;6,37;0,14
produits sucrés;Canelé;-;26,3;5,31;59,4;3,7;37,6;20,2;2,6;0,74;traces;6,4946;2,11;14,8;0,19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Macaron moelleux fourré à la confiture ou à la crème;-;11,9;10;49,7;21,2;45,2;4,58;2,9;1,13;0,1;20,15;4,46;19,3;0,16;1,5;79,1;290;-;5,2;-;2,1;< 0,04;1,6;1,3;< 0,16;0,13;-;-
produits sucrés;Bûche de Noël pâtissière;-;43,4;4,2;30,7;19,7;23,7;2,7;1,3;0,71;0,1;0;-;89;0,18;1,6;22,7;157;-;1,5;-;1,1;< 0,05;0,23;0,47;0,3;< 0,05;67;0,4
produits sucrés;Brownie au chocolat, préemballé;458;12,8;5,94;50,6;25,4;35,1;8,2;3,4;1,46;0;47,08;7,32;67,6;0,35;5;47;330;< 0,25;3,98;27,9;< 0,5;0,044;0,071;0,19;0,44;0,051;10,8;0,28
produits sucrés;Rocher coco ou Congolais (petit gâteau à la noix de coco);-;13,1;4,46;53,7;24,1;47,5;-;7,08;0,52;0;41,69;21,2;-;0,1;1;49,1;345;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Biscuit de Savoie;-;33,2;5,9;56,3;0,8;-;-;1,5;2,44;0;0,677;0,12;0;1,87;0,52;12;93;-;-;-;0;0,1;0,49;0,88;0,2;0,031;3;0,06
produits sucrés;Quatre-quarts, fabrication artisanale;-;20,5;5,94;46;25,6;26,8;17,7;1,1;0,84;0;45,53;15,8;178;0,52;0,68;9,4;94;< 0,25;1,02;1,54;48;0,026;0,16;< 0,1;0,52;0,021;23,4;0,24
produits sucrés;Quatre-quarts, préemballé;-;19,4;5,94;48,2;23,9;26,4;17,2;1,1;1,38;0;42,79;15,2;164;1,07;0,74;10;92;< 0,25;0,89;2,23;< 0,5;0,039;0,096;0,37;0,66;0,016;9,28;0,31
produits sucrés;Barre pâtissière, préemballé;-;21,8;5,38;54,7;14,9;26,8;21,9;1,4;1,69;0;27,33;1,59;48,6;1,28;0,52;10;140;< 0,25;3,05;18,2;< 0,5;0,035;0,039;0,26;0,39;0,015;10,1;0,16
produits sucrés;Gâteau au citron, tout type;-;17,9;5;54;21,3;-;16,2;1;0,8;0;36,21;8,64;-;0,54;0,4;-;170;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Far aux pruneaux;-;50;5,13;32;8;21,5;8,2;3,4;1,08;0;14,36;4,79;68,4;0,23;0,45;16;230;< 0,25;1,15;27,5;< 0,5;0,031;0,19;< 0,1;0,53;0,042;34,5;0,3
produits sucrés;Kouign Amann;-;17;5,81;48,7;25,1;20,5;24,9;2,2;1,12;0;45,05;16,7;77,9;0,85;0,49;11;86;< 0,25;0,64;2,58;< 0,5;0,05;< 0,01;< 0,1;0,3;0,027;47;0,056
produits sucrés;Pain d'épices;-;20,4;2,94;71,5;1,1;38,2;28,4;3;0,87;0;1,99;0,18;2;0,47;1,1;14,3;91,9;-;0,57;-;< 0,5;0,05;< 0,04;0,34;< 0,16;0,16;-;-
produits sucrés;Pain d'épices fourré ou nonette;-;17,2;4;76;2,5;44;20,5;2,5;0,83;0;0,5;0,5;-;0,41;-;-;77;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop);-;13,5;10,4;49,2;24,5;39,6;9,6;< 1;1,04;0;47,586;4,7;37;0,075;1,5;95;255;0,18;6,55;-;0,4;0,062;0,3;1,2;0,16;0,18;24;0,02
produits sucrés;Corne de gazelle (pâtisserie orientale aux amandes et sirop);-;8,22;8,55;60,2;22,1;32;28,2;< 1;0,84;0;42,962;7,78;-;0,15;1;44,9;165;-;-;-;-;0,096;0,19;1,05;0,36;0,14;37;-
produits sucrés;Chou à la crème (chantilly ou pâtissière);-;46,4;4,5;25,2;22,9;16,7;7,5;< 0,5;0,71;0;41,35;14,5;92,5;0,28;< 1;9,6;104;< 0,2;1,08;-;0;< 0,05;0,065;< 0,05;0,37;< 0,05;51;0,61
produits sucrés;Chou à la crème chantilly, Saint-honoré;-;44,3;4,63;22,9;26,4;8,9;6,9;1;0,83;0;38,8202;13,6;122;0,37;< 1;9,2;108;< 0,2;1,4;-;-;< 0,05;0,08;< 0,05;0,36;< 0,05;50,8;0,65
produits sucrés;Chou à la crème pâtissière;-;51,7;4,31;34,9;7,3;13,5;8,1;1;0,8;0;11,50699;3,38;63;0,25;< 1;10;99,5;< 0,2;0,76;-;-;< 0,05;0,05;< 0,05;0,37;< 0,05;51,2;0,57
produits sucrés;Éclair;-;48,8;5,78;31,6;11,8;18,9;8,2;3,9;1,12;0;20,33642;5,49;99,7;0,23;1,18;11;117;1;2,01;17,5;0,3;0,12;0,27;0,8;0,49;0,059;14;0,34
produits sucrés;Tarte aux fruits et crème pâtissière;-;56,8;2,94;30;7,7;18,7;10;1,3;0,75;0;14,09;4,8;34;0,26;0,43;11;150;< 0,25;1,08;5,9;5,42;0,053;0,33;< 0,1;0,24;0,015;20,6;0,091
produits sucrés;Tarte normande aux pommes (garniture farine, oeufs, crème, sucre, calvados);313;38,6;4,44;38,7;15;25,8;12,9;2,5;0,64;0;27,15;8,37;71,4;0,23;0,57;16;180;< 0,25;1,6;1,83;7,05;0,028;0,063;< 0,1;0,35;0,022;22,4;0,16
produits sucrés;Tarte au citron;-;29,1;5;42,7;20,9;30,1;1,8;1,8;0,46;0;28,251;10,7;121;0,13;1,2;9,7;95,8;< 0,2;1,1;-;13,4;< 0,05;0,12;< 0,05;0,36;0,05;39,9;0,35
produits sucrés;Tarte ou tartelette aux pommes;-;50,4;2,52;32,7;8,79;20,7;12,1;3,3;0,63;0;13,866;4,66;19;0,31;0,55;11;149;< 0,5;0,7;-;5;< 0,04;< 0,04;0,39;0,12;0,14;< 16;< 0,08
produits sucrés;Tarte aux fraises;-;46,9;3,19;31;19,8;-;5,7;1,5;0,6;0;29,3093;9,04;29;0,14;0,51;18;146;< 0,2;0,94;-;5,1;< 0,05;0,11;< 0,05;0,31;0,05;28,9;0,39
produits sucrés;Crumble aux pommes;-;52,4;2,19;33,8;9,5;19;9,1;1,7;0,37;0;17,03;6,25;< 0,5;0,085;0,3;7,47;75,6;< 0,5;2,05;-;-;0,051;< 0,04;0,3;< 0,16;0,07;< 16;< 0,08
produits sucrés;Tarte aux abricots;-;41,5;3,18;41;10,7;17,4;15,7;5,9;0,72;0;18,24;6,43;39,8;0,22;6;-;-;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Tarte aux fruits rouges;-;49,1;3,5;38,5;6,87;20,9;13,8;4,5;0,57;0;12,2025;3,85;14,8;0,21;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Tarte Tatin aux pommes;-;50;2,31;37,1;9,3;24,9;9,8;0,7;0,44;0;16,98;5,98;39,6;0,19;0,33;6,7;100;< 0,25;< 0,08;1,2;< 0,5;0,03;< 0,01;< 0,1;0,18;0,023;10;0,051
produits sucrés;Tarte au chocolat, fabrication artisanale;-;18,6;5,94;40,9;30,7;22,7;15,4;2,9;0,95;0;54,96;18,9;82,9;0,19;4,7;47;230;< 0,25;1,46;4,02;0;0,064;0,59;0,13;0,35;0,09;80;0,32
produits sucrés;Tarte ou tartelette aux fruits;-;-;3,72;46,9;10,6;24,6;-;2,64;0,84;0;9,97;4,74;60;0,38;0,45;14;157;0,31;0,45;-;0,52;0,03;0,02;0,52;-;0,09;-;-
produits sucrés;Flan pâtissier aux oeufs ou à la parisienne;-;54,6;3,76;29,2;11,3;18,4;10,8;0,7;0,74;0;20,34;7,16;53,4;0,24;0,35;9;120;< 0,25;0,38;1,16;< 0,5;0,027;0,59;< 0,1;0,37;0,02;33,8;0,13
produits sucrés;Charlotte aux fruits;-;55,7;5,16;28,2;6,64;21,7;6,3;2,8;0,54;0,1;11,879;3,34;74,5;0,038;0,75;18,7;138;0,2;1,75;-;8,15;< 0,04;0,13;0,43;0,43;0,05;23;0,15
produits sucrés;Gâteau au chocolat;-;16,8;5,74;54,6;21,6;32,2;18;2,42;1,3;0;41,176;5,6;110;0,76;1,73;33,4;184;< 0,5;5,4;-;< 1;0,59;0,16;0,5;0,6;0,05;78;0,2
produits sucrés;Gâteau moelleux au chocolat, préemballé;-;16,7;6,19;48,2;24;33,4;9;2,56;1,19;0;43,8939;7,88;127;0,3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Gâteau au yaourt;-;-;5,87;51,8;21,4;26,9;-;1,13;0,67;0;2,23;2,23;-;0,67;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Gâteau au fromage blanc;-;54,2;6,17;27;11,6;19,5;-;0,7;0,79;0;16,761;5,16;55;0,5;0,63;11;90;0,5;0,56;4,4;0,4;0,028;0,19;0,2;0,57;0,052;15;0,17
produits sucrés;Gâteau moelleux nature type génoise;-;20;5,7;57,6;14,4;27,1;-;4,6;0,68;0;1,6;1,6;-;0,5;-;9,5;141;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Galette des rois feuilletée;-;-;5;29,8;23,3;9,9;-;2,45;0,61;0;13,4;13,4;-;0,61;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Galette des rois feuilletée, fourrée frangipane, et Pithiviers;-;21,9;7,6;33,4;30;15,6;14,6;2;1,2;0;48,18;14;90;0,7;1,1;38,1;169;-;3,3;-;1,3;0,06;0,1;0,23;0,35;< 0,05;28;0,56
produits sucrés;Crêpe, nature, préemballée, rayon frais;-;42;6,49;40;7,21;19,1;18,6;1,9;1,12;0;9,3075;6,5;60,9;0,61;0,56;14;140;< 0,25;1,06;2,02;< 0,5;0,081;0,16;< 0,1;0,77;0,03;17;0,41
produits sucrés;Crêpe, nature, préemballée, rayon température ambiante;-;15,6;8,5;58,1;14,1;28,1;30,1;1,3;2,27;0;25,47;6,51;54,7;1,71;0,8;17,7;162;< 0,5;0,6;-;< 1;0,1;0,15;0,65;0,68;0,055;33;0,14
produits sucrés;Galette de sarrasin, nature, préemballée;-;59;5,95;30,1;1,51;1,08;23,3;3,08;2,27;0;2,11;0,33;0,7;1,32;1,8;86,9;188;< 0,5;0,28;-;0;0,25;0,046;2,1;0,6;0,25;34,9;0,13
produits sucrés;Gâteau basque, crème pâtissière;-;26,5;4,03;57,4;13,3;28,1;22,1;1;0,8;0;21,47;7,55;53,1;0,47;0,44;11;100;< 0,25;0,26;< 0,8;< 0,5;0,034;0,094;0,13;0,36;0,027;19,5;0,1
produits sucrés;Gâteau basque, cerises;-;-;4,3;63,3;13,5;42;-;1,4;0,43;0;9,1;9,1;-;0,43;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Crêpe fourrée au sucre, préemballée;-;-;6,62;58,7;15,8;31;-;1,04;1,54;0;17,577;9,38;-;1,44;-;17,4;-;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Crêpe fourrée à la confiture, maison;-;30,6;6,51;54;5,74;19,4;23,1;1;1,86;0;5,44;3,36;41,3;0,89;0,77;12,2;126;0,11;0,26;-;4,62;0,14;0,2;1,12;0,3;0,041;29,5;0,15
produits sucrés;Crêpe fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes, maison;-;17,8;8,1;54,3;14,6;20,4;23,7;2,44;2,04;0;13,89;7,21;43,8;0,9;2,43;35,7;223;0,49;1,38;-;0,25;0,16;0,25;1,43;0,37;0,056;31,7;0,19
produits sucrés;Crêpe fourrée chocolat, préemballée;-;9;6,43;58,7;20,4;38,2;17,8;1,96;1,59;0;38,226;5,52;53,6;0,83;2,9;36;240;< 0,25;7,78;2,97;< 0,5;0,066;0,11;< 0,1;0,51;0,026;13,9;0,34
produits sucrés;Crêpe fourrée fraise, préemballée;-;-;5,35;66,7;6,6;30,8;-;1;1,02;0;2;2;-;1,02;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Gaufre fine fourrée au miel, préemballée;455;7;4,56;67;18,3;37;21,1;1,9;1,06;0;34,24;8;15,6;0,77;0,91;24;130;< 0,25;3,25;3,77;< 0,5;0,026;< 0,01;< 0,1;0,26;0,023;10;0,021
produits sucrés;Gaufre bruxelloise ou liégeoise, préparation artisanale;-;38,9;8;36,1;13,4;4,8;28,6;1,9;1,48;0;24,46;5,12;82;0,99;0,89;18;160;0,61;2,01;5,1;< 0,5;0,11;0,083;0,41;0,83;< 0,01;30,4;0,37
produits sucrés;Gaufre moelleuse (type bruxelloise ou liégeoise), nature ou sucrée, préemballée;-;-;7,1;52,5;25,2;32;-;1,77;0,82;0;11,4;11,4;-;0,82;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Gaufre moelleuse (type bruxelloise ou liégeoise), chocolatée, préemballée;-;-;6,1;55,9;23,9;29,4;-;2,45;0,63;0;13,5;13,5;-;0,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée;-;7,13;5,18;66,4;17,9;37,6;-;1,81;1,02;0;31,619;10,1;-;0,83;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Gaufre croustillante (fine ou sèche), chocolatée, préemballée;-;-;6,9;70;16;39;-;1,6;0,76;0;12;12;-;0,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Beignet rond moelleux, sans fourrage, saupoudré de sucre;404;26;7,25;39,4;23,7;10,7;26,3;2;1,53;0;44,67;9,46;19;1,11;0,68;18;93;< 0,25;4,28;5,43;0;0,14;< 0,01;< 0,1;0,42;0,043;30,4;0,089
produits sucrés;Beignet à la confiture;378;27,6;6,36;45,6;18,7;19,9;25,7;0,9;0,92;0;22,275;4,84;26;0,71;1,76;12,7;79;0;0,43;7,1;0;0,31;0,14;2,14;0,88;0,1;17;0,22
produits sucrés;Beignet fourré aux fruits, préemballé;362;27,7;5,65;47,6;16;14,5;-;2,15;0,82;0;15,33;6,05;-;0,78;0,6;-;-;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Beignet fourré goût chocolat, préemballé;420;20,3;7,31;45,9;22,5;18,6;22,7;2,6;1,42;0;40,12;8,41;45,2;0,7;2;32;180;< 0,25;3,18;10,4;< 0,5;0,15;0,075;0,4;0,49;0,048;24,5;0,28
produits sucrés;Pâtisserie (aliment moyen);;30,8;5,04;44;17,2;27,5;12,2;2,25;0,95;0,033;31,9767;6,97;72,7;0,39;1,42;25,9;172;0,28;2,61;;3,46;0,17;0,2;0,41;0,4;0,065;43,1;0,25
produits sucrés;Cake aux fruits, préemballé;360;23,5;4,19;55,2;12,6;35,8;11,5;2,1;1,02;1,21;23,14;1,6;60,8;0,59;0,84;13;190;1,27;2,62;17,9;< 0,5;0,038;0,05;0,12;0,3;0,042;< 5;0,21
produits sucrés;Gâteau marbré, prémballé;-;17,5;5,76;50,5;23;27,9;19,4;1,75;1,12;0,1;41,988;6,11;99,8;0,67;1,7;19;160;< 0,25;4,23;37,3;< 0,5;0,038;0,085;9,57;0,32;0,031;73,6;0,24
produits sucrés;Gâteau sablé aux fruits, préemballé;-;-;5,13;63,9;16,3;39;-;1,9;0,61;0;13;13;-;0,61;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Gâteau moelleux aux fruits, prémballé;-;-;4,61;61,6;14,8;34,2;19;1,97;0,85;0;5,26;3,11;-;0,85;-;-;-;-;3;-;-;0,21;-;-;-;-;30;-
produits sucrés;Gâteau moelleux aux fruits à coque, prémballé;-;-;6,2;48,8;25,5;34,7;-;2,1;0,94;0;24,38;12,8;-;0,5;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait, prémballé;-;14,3;5,31;60,7;21,7;43,7;17;< 1;1;0;38,9029;9,88;63;0,51;2,9;39,9;259;0,7;4;10,6;< 1;0,14;0,21;0,63;0,67;0,07;34;0,21
produits sucrés;Génoise fourrée et nappée au chocolat, prémballé;-;17,3;5,46;53,3;20,8;35;13,5;1,91;1,02;0,65;38,6148;12,3;27;0,43;3,1;38;289;0,7;2,56;-;< 0,5;0,06;0,19;0,43;0,54;0,14;39,1;0,23
produits sucrés;Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré, prémballé;-;17,9;4,41;64,2;6,5;43,9;15,3;1,64;0,99;0;10,3192;0,91;62,6;0,48;0,7;12,3;123;0,2;2,7;-;< 0,5;0,059;0,13;0,57;0,4;0,21;29;0,19
produits sucrés;Muffin, aux myrtilles ou au chocolat;-;18,3;5,59;48,9;23,4;27,9;17,6;1,55;2,24;0;37,8189;4,13;84;0,9;2;18,7;100;< 0,2;6,2;39,2;0,6;< 0,05;0,14;< 0,05;0,51;< 0,05;91,2;0,46
produits sucrés;Madeleine, pur beurre, préemballée;-;14,5;5,6;52,6;25,5;27,4;20,6;0,8;1,04;0;45,47;15,7;163;0,69;0,67;11;81;< 0,25;0,75;2,37;< 0,5;0,042;0,067;< 0,1;0,52;0,035;66,5;0,47
produits sucrés;Madeleine au chocolat, préemballée;-;14,5;6,06;51,5;24,9;29;16,4;1,1;1,39;0;45,71;7,48;89,8;0,81;2,1;24;160;< 0,25;3,89;23,2;-;0,046;0,079;< 0,1;0,58;0,011;37,1;0,34
produits sucrés;Madeleine ordinaire, préemballée;-;13,6;5,2;53,5;25,2;23,8;21,2;1,2;1,19;0;46,33;2,49;85,3;0,89;0,59;9,8;83;0,33;5,36;26,1;< 0,5;0,054;0,053;< 0,1;0,36;0,03;66,4;0,3
produits sucrés;Tarte aux poires amandine;-;39,2;4,9;37,7;14,9;21,2;11,8;2,3;0,59;0;27,2;7,2;64,8;0,14;0,57;27;140;< 0,25;2,07;1,07;0,82;0,046;0,09;< 0,1;0,24;0,032;109;0,13
produits sucrés;Gâteau aux amandes type financier;-;15,4;9,1;44,3;27,4;34,6;8,8;2,6;1,12;0;49,91;13,3;57,9;0,47;0,01;51;180;< 0,25;3,75;2,09;< 0,5;0,03;0,11;< 0,1;0,2;0,015;27,3;0,043
produits sucrés;Gâteau aux amandes, préemballé;-;-;5,78;60,1;17,3;37,4;-;2,15;0,5;0;7,37;7,37;-;0,5;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits sucrés;Mille-feuille;-;40,1;3,88;43,7;11,3;28,8;13;0,24;0,8;0;16,8279;5,27;27;0,42;< 1;14,4;111;< 0,2;0,57;-;-;< 0,05;0,48;0,2;0,25;0,05;14,2;0,42
glaces et sorbets;Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen);;51,3;2,7;32,2;12;25,3;6,33;1,17;0,71;0;24,1444;8,42;8,36;0,14;2,13;16,4;122;0,06;1,05;;1,12;0,036;0,16;0,18;0,28;0,046;4,03;0,17
glaces et sorbets;Barre glacée chocolatée;359;35,2;5,12;35,8;21,4;27,7;8,13;1,31;1,2;0;37,42;15,2;8,8;0,29;1,1;40,3;251;< 0,5;1,5;-;< 1;0,067;0,32;0,82;0,56;0,13;0,87;0,26
glaces et sorbets;Glace ou crème glacée, bâtonnet, enrobé de chocolat;328;41,3;3,42;33,4;19,8;27,9;5,47;1,23;0,86;0;35,7246;13,3;17,5;0,16;6,33;19,2;26,4;0,13;2,36;-;0,27;0,021;0,11;0,045;0,21;0,021;0,49;0,21
glaces et sorbets;Glace ou crème glacée, cône (taille standard);-;42,5;3,51;37,8;13,5;25,7;12,1;< 3;0,89;0;25,59;9,77;6,2;0,13;0,95;17,5;216;traces;0,77;-;1;0,05;0,23;0,21;0,35;0,07;8;0,13
glaces et sorbets;Glace ou crème glacée, en bac;-;60,5;2,55;26,1;8,4;21,9;< 0,35;< 3;0,75;0;15,02;5,44;39,3;0,12;0,14;14,3;190;< 0,25;0,48;0,59;< 0,5;0,048;0,41;0,073;0,31;0,046;10;0,43
glaces et sorbets;Glace au yaourt;-;68,8;3,45;22,7;2,2;20,7;-;< 3;0,73;0;3,87;1,44;-;0,093;-;-;-;-;-;-;-;-;-;-;-;-;-;-
glaces et sorbets;Glace ou crème glacée, gourmande, en bac;-;-;3,05;29;10,7;24,4;-;1,05;0,17;0;6,36;6,36;-;0,17;-;-;-;-;-;-;-;-;-;-;-;-;-;-
glaces et sorbets;Glace ou crème glacée, gourmande, en pot;-;52,8;4,21;24,2;17,9;21,9;1;< 2;0,95;0;30,64;10,8;73;0,16;1,3;21;210;-;0,3;1,56;-;0,048;0,18;< 0,1;0,57;0,039;15,6;0,47
